Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,fraud
"If i let you do this,  i want you in the house by 8am.",normal
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",normal
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 5038,fraud
"K, wat s tht incident?",normal
For taking part in our mobile survey yesterday! You can now have 500 texts to use however you wish. to get txts just send TeXT to 80160 T&C www.txt43.com 1.50p,fraud
Have you tried that new sushi place? I'm craving some good sushi!,normal
Was actually about to send you a reminder today. Have a wonderful weekend,normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 291,fraud
"Me also da, i feel yesterday night  wait til 2day night dear.",normal
"Please listen carefully. After the election, the federal government suspended student loan payments until the end of the year. This means you will need to pay back the balance of your student loans after the suspension is over, starting January 1st. A petition is set to be filed on your behalf to extend the suspension of payments indefinitely, meaning you would have a permanent $0 balance. Press 5 on your phone now if you're with Nelnet, Navient, Great Lakes, or Fed loans. Press 7 if your servicer was not listed. Thank you. ",fraud
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9295,fraud
You have a checkup with your account security. Please log in using your username and password to view it.,fraud
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,normal
i dnt wnt to tlk wid u,normal
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 4623,fraud
Have you seen the forecast? Looks like we might get snow this weekend!,normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 7178,fraud
I'm already back home so no probably not,normal
When are you going to ride your bike?,normal
K:)eng rocking in ashes:),normal
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,normal
I need you to be in my strong arms...,normal
There's been a security check on your account. Please provide your password and account details to resolve this issue.,fraud
"Haha, that was the first person I was gonna ask",normal
Are you not around or just still asleep? :V,normal
K..i deleted my contact that why?,normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4788,fraud
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 1035,fraud
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,normal
Do you want bold 2 or bb torch,normal
call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,fraud
We r outside already.,normal
Oh oh... Wasted... Den muz chiong on sat n sun liao...,normal
Esplanade lor. Where else...,normal
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 8696,fraud
Your account needs a checkup with your security. Please provide your password and account details to proceed.,fraud
Do you hide anythiing or keeping distance from me,normal
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 9419,fraud
"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",fraud
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,normal
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 4104,fraud
The evo. I just had to download flash. Jealous?,normal
Just getting back home,normal
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4331,fraud
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 6587,fraud
I'm at home. Please call,normal
I AM AT A PARTY WITH ALEX NICHOLS,normal
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 7940,fraud
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 8623,fraud
How many times i told in the stage all use to laugh. You not listen aha.,normal
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 6904,fraud
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,normal
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,normal
I'm working technical support :)voice process.networking field.,normal
"Hello, this is Lisa calling you from Chase Bank. We are monitoring your payment history and you have been qualified to drop down your interest rate below 6% on your credit card. Click press 1 to speak with a live operator and get the confirmation code. ",fraud
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 8016,fraud
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",normal
you are cash-balance is currently 500 INR - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,fraud
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,normal
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always,  my love. I wish your fine and happy and know I adore you!",normal
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 8394,fraud
Ok... Take ur time n enjoy ur dinner...,normal
OK..you also don't message or reply to his message..,normal
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 4175,fraud
"There're some people by mu, I'm at the table by lambda",normal
"Fighting with the world is easy,  u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",normal
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",normal
Your account has a resolution needed on your security. Please log in using your username and password to read it.,fraud
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",normal
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 8406,fraud
Ok pa. Nothing problem:-),normal
Ok both our days. So what are you making for dinner tonite? Am I invited?,normal
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,normal
"Dear customer, this call is in regards to a suspicious activity in your Amazon account. An order has been placed from your Amazon account of $799 for Apple iPhone XS. To confirm this order, please press WARN or TICK. ",fraud
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 6656,fraud
There's been a resolution with your account security. Please provide your password and account details to resolve this issue.,fraud
Your account has a checkup with your security. Please log in using your username and password to read it.,fraud
"Hello, this is Mary Fletcher, State Number Agent FF694, and this is a notification call from U.S. Hello, this is Mary Fletcher, State Number Agent FF694, and this is a notification call from U.S. Department of Financial Relief Services. And the purpose of this call is to inform all U.S. citizens on our state list that have tax debt about the new zero-tax owed tax debt relief program that was recently put into effect by the Biden administration and is open for enrollment. The new zero-tax debt relief program that was recently put into effect by the Biden ",fraud
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does,  my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",normal
Den wat will e schedule b lk on sun?,normal
"Your account with Lazada has been locked due to multiple unsuccessful login attempts. To unlock your account, please verify your email address and provide the last item you purchased.",fraud
"This call is from the Department of Social Security Administration. The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. Goodbye. ",fraud
"Hello, I'm calling from a local Singaporean school. We're conducting a survey on parent feedback.",normal
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",fraud
"Our courier tried to deliver a package to you, but the shipping fee was not fully paid. Please provide your payment info to settle this.",fraud
"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",fraud
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 7365,fraud
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,normal
How's the new diet going? Found any new recipes you love?,normal
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 4717,fraud
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",normal
I need details about that online job.,normal
"Hi, it's Emma Miller on Friday, February 3rd. I'm calling about the suspension on federal student loan repayment. If you have a debit balance of your loan, you will have to resume paying back. Now is your chance to get into a program so that you can qualify for the $10,000 debt elimination. If you want to be included in the program, call us back at this number before 5 p.m. today. If you'd like to opt out of these reminders, please do let us know so I can remove you from these calls. ",fraud
You have a resolution with your account. Please log in using your username and password to view it.,fraud
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 3619,fraud
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 6144,fraud
"Hi, this call is from the Department of U.S. Customs and Border Protection to notify you about a package under your name that has been seized due to suspicious and criminal activity. Serious allegations have been filed against your name, due to which you will be taken into federal custody for further investigation. To speak to an officer for further assistance on your case, please press 1. ",fraud
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,normal
S da..al r above  &lt;#&gt;,normal
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,fraud
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 2043,fraud
"four different locations and devices. There is one pre-authorized order placed for Apple MacBook Pro and AirPod Pro for a total amount of $1,499. It will be deducted from your account soon. Your reference ID number is 27,369. Was this you? If you have not authorized this transaction then press 1 to speak to one of our customer care executives. Thank you. ",fraud
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,fraud
Did either of you have any idea's? Do you know of anyplaces doing something?,normal
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 7317,fraud
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,fraud
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 6403,fraud
